id,tokens,tags
954,von oben uns Fotos machst und guckst wo wir ne Rauchentwicklung haben und auch mit der Infrarot Kamera,O O O O O O O O O O O O O O O O O O
1817,Angriffstrupp und Schlauchtrupp bauen Geräteablage auf,O O O O O O
370,Maschinist zur Unterstützung beim Aufbau der Wasserversorgung vor,O O O O O O O O
801,Roboter 1 können Sie den Standort nochmal anfahren,O O O O B I O O
2608,Behältniss wurde ins Überfass verfrachtet positiv das Fass soll geschlossen werden kommen,O O O O O O O O O O O O
338,schicken Sie mir das Foto,O O O O O
399,Sie heben den Deckel mit dem Hebebaum,O O O O O O O
444,D2 bewegt sich Richtung Norden,O O O B I
2236,Nähere dich mal UGV 2 da sind zwei Proben die er eventuell aufnehmen muss,O O O O O O O O O O O O O O
1384,Und desweiteren erkunden Sie die südliche Gebäudewand von ihrem Standort aus in westlicher Richtung,O O O O B I I O O O O O O O
1970,ja wir konnten bereits feststellen das Otalin was es genau ist fortsetzen der Suche,O O O O O O O O O O O O O O
488,Operator Boden 2 ein Foto senden,O O O O O O
430,UGV Operator erkundet den Gefahrenbereich im zweiten Stock,O O O O O B I I
2508,Ja für sie zur Information bitte warten bis der D3 als Logistikunterstützung kommt er wird ihnen das Überfass zum sichern des Behältnisses bereitstellen kommen,O O O O O O O O O O O O O O O O O O O O O O O O
356,Den obersten Schlauch am Verteiler ankuppeln und mit dem Schlauchtragekorb in das Gebäude vorgehen,O O O O O O O O O O B I I O
1573,schickst du mir noch mal ein aktuelles Foto euren Standortes,O O O O O O O O O O
221,kann man die Temperatur von dem Fass messen,O O O O O O O O
358,Mit dem Schlauchhaspel den Verbindungsschlauch von der Pumpe zur Beregnungsmaschine verlegen,O O O O O O O O B I O
420,Angrifftrupp zur Personensuche mit Atemschutz in den Keller durch den Vordereingang vor,O O O O O B I I O O O O
2061,Macht bitte Fotos von Positionen die euch blöd vorkommen oder interessant vorkommen,O O O O O O O O O O O O
596,Andreas und Daniel könnt ihr mir beide jeweils schon mal ein Foto von eurem aktuellen Standort senden,O O O O O O O O O O O O O O O O O
369,Maschinist stellt die Geräte bereit,O O O O O
447,Schlauchtrupp öffnet die Tür hinter dem grünen Fass,O O O O B I I I
1731,ja dann könnt ihr direkt mal erkunden wie aus der Position wo UGV zw  eins sich momentan befindet das andere Fass zu sehen war,O O O O O O O O O O O O O O O O O O O O O O O O O
453,Gruppenführer Erkundung mit dem D fünf im Inneren der Halle,O O O O O O B I I I
392,Wassertrupp spritzt das Gebiet mit Wasser mit der Kübelspritze,O O O O O O O O O
389,Wassertrupp zur Löschwasserentnahme durch Wandhydranten vor,O O O O O O
454,D 4 zur Erkundung mit Infrarotkamera ins Gebäude durch das Tor vor,O O O O O O B I O O O O
1041,folgenden Auftrag den gleichen Weg nehmen wie Operator 1,O O O O O O O O O
47,kommst du näher an das blaue Fass dass wir eine Erkennung haben,O O O O O O O O O O O O
366,Wassertrupp Löschangriff mit Wasser Schaum und Pulver aufbauen,O O O O O O O O
359,Mit dem Schlauchhaspel den Verbindungsschlauch vom Hydrant zur Beregnungsmaschine verlegen,O O O O O O O B I O
608,den Suchbeginn bitte mitteilen,O O O O
260,dann schick mir mal n Foto davon,O O O O O O O
232,ja dann werden wir jetzt fliegen und versuchen Bilder vor der Unfallstelle aufzunehmen,O O O O O O O O O B I I O
811,ja korrekt da stehen bleiben,O O O O O
1822,Angriffstrupp zur Personenrettung unter PA mit erster Rohr in die dritte Etage über das Treppenhaus vor,O O O O O O O O B I I I O O O O
1383,Für Sie Auftrag Sie sind mit Messgeräten zur Gasmessung ausgestattet alle 15 Minuten die Gaskonzentration messen,O O O O O O O O O O O O O O O O
2302,Kannst du ein Foto machen,O O O O O
390,Schlauchtrupp zur Löschwasserentnahme durch Unterflurhydrant vor,O O O O O O
379,Angriffstrupp baut den Dekonplatz auf,O O O O O
456,Drohnenoperator zur Personensuche mit WHS vor,O O O O O O
393,Wassertrupp bedient den Feuerlöscher,O O O O
2134,Und dann weiter vorgehen,O O O O
992,Operator 1 schickst du mir das nochmal rüber ich habe nichts gekriegt hier,O O O O O O O O O O O O O
2672,Sofortiger Stop des Roboters Kontaminationsverschleppung bitte verweilen sie am Gefahrenbereich kommen,O O O O O O O O O O O
455,Drohnenoperator zur Personensuche mit UAV in die Halle über die rechte Seite vor,O O O O O B I I O O O O O
421,Angrifftrupp zur Personensuche mit Atemschutz in den Keller durch den Vordereingang vor,O O O O O B I I O O O O
1355,Teilen Sie mir bitte auch mal ein Foto in ihrer Fahrtrichtung,O O O O O O O O O O O
1820,Angriffstrupp und Wassertrupp rüsten sich mit Form 1 und Atemschutz aus und gehen in den Bereitstellungsraum,O O O O O O O O O O O O O B I I
812,schauen Sie mal im Umkreis ob dort Rettungskräfte sich bewegen kommen,O O O O O O O O O O O
425,D1 macht erkundet weiter und sendet die Fotos der Halle,O O O O O O O O O O
398,Der Trupp leuchtet den Gefahrenbereich mit dem Flutlichtstrahler,O O O O O O O O
1030,Lena jetzt sag mir mal genau den Standort dieser Person,O O O O O O O O O O
2060,Wenn ihr gleich vorgeht bitte meldet mir die üblichen Gefahren an der Einsatzstelle Feuer Opfer,O O O O O O O O O O O O O O O
2535,Der D1 ist jetzt gerade im Akkuwechsel für sie Übergangsaufrag Bilddarstellung in der Lagerhalle innen kommen,O O O O O O O O O O O O O O O O
2438,Einmal bitte zum Gefahrenbereich vor den Eingang der Halle kommen,O O B I I I I I I O
1229,Drohnenoperator starten Sie und über  machen Sie sich einen Überblick über die Lage,O O O O O O O O O O O O O O
2108,Kannst du mal abschätzen wie weit du bis jetzt gefahren bist,O O O O O O O O O O O
926,bräuchte nur noch ein klareres Foto von der Person,O O O O O O O O O
1823,Einsatzausrüstung für den Brandeinsatz,O O O O
2515,Der D3 fährt zum Objekt vor der D2 ist schon dort stellt das Überfass bereit kommen,O O O B I O O O O O O O O O O O
1634,Frage könnt ihr den Behälter mal von einer anderen Seite anfahren und erkunden ob er noch verschlossen ist oder ob da irgendwas austritt,O O O O O O O O O O O O O O O O O O O O O O O
35,mach mal ein Foto,O O O O
827,wenn betriebsbereit Auftrag durchführen,O O O O
1474,könnt ihr den Bereich mal abschwenken mit der Kamera und nach eventuellen Brandnestern suchen,O O O O O O O O O O O O O O
1751,ja schickst du mir mal ein Foto,O O O O O O O
1043,schau auch mal wie weit die Rauchentwicklung da ausgedehnt ist,O O O O O O O O O O
409,Der Trupp trennt die Dachholmen an Kraftfahrzeugen mit dem Schneidgerät,O O O O O O O O O O
327,ja fahren Sie wieder zurück ins Untergeschoss,O O O O O B I
426,D2 unterstützt Schlauchtrupp beim Menschenrettung,O O O O O
407,Trupp fällt die Bäume mit der Motorkettensäge,O O O O O O O
84,UGV 1 damit warten,O O O O
408,Sie trennen Metallteil mit einer Trennschleifmaschine,O O O O O O
2325,UAV dann bitte starten Live Monitoring guck mal ob du da weitere Rauchentwicklungen finden kannst,O O O O O O O O O O O O O O O
1688,schick mir mal ein Foto wo ihr steht damit ich ein bisschen zuordnen kann,O O O O O O O O O O O O O O
417,Der Trupp ist zum Transporteren von Verletzten mit der Schaufeltrage vor,O O O O O O O O O O O
2427,D2 ist einsatzbereit das ist verstanden Bitte auf Übungsbeginn warten kommen,O O O O O O O O O O O
1373,Für sie Auftrag innerhalb des Gebäudes nach Hitze  und Rauchquellen suchen,O O O O O O O O O O O O
1391,In erster Linie suchen wir nach Verletzten,O O O O O O O
1511,ja fahr mal rein,O O O B
1422,Wenn Sie sich an der nördlichen Gebäudewand entlang nach Westen bewegen nehmen sie immer so den Victim als Ziel,O O O O O O O O O O O O O O O B I O O
2359,Ja dann versuch vorsichtig zurückzukommen,O O O O O
2339,Halt deine Position,O O O
432,Angrifftrupp zum Löschen mit dem C Rohr vor,O O O O O O O O
1250,Position beibehalten,O O
1201,fahr zu dem grünen Fass und erkunde um dieses grüne Fass herum warum es da raucht,O B I I I O O O O O O O O O O O
400,Sie öffnen die Türen mit dem Spreizer,O O O O O O O
385,Wassertrupp bereitet Löschwasser mit der Saugleitung vor,O O O O O O O
381,Angriffstrupp zur Brandbekämpfung mit dem Strahlrohr vor,O O O O O O O
364,Wassertrupp zur Absicherung der Einsatzstelle,O O O O O
1447,ja startet mal und fliegt ja startet erst mal,O O O O O O O O O
373,Angriffstrupp zum Abdichten des Gefahrenbereiches vor,O O O O O O
2291,Konntest du schon mal was erkennen sind die Behälter dicht oder undicht,O O O O O O O O O O O O
2603,Bitte ich sehe das bild vom D5 im Lagebildsystem bitte einmal die Gasse komplett durch es soll wohl noch Rauch aus den Schächten an der Seite kommen kommen,O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1952,dann bitte eine Probe nehmen,O O O O O
1390,Sie suchen die nördliche Gebäudewand in westlicher Richtung ab,O O B I I O O O O
403,Sie zerbrechen die Deckel mit der Holzaxt,O O O O O O O
1455,bewegt ihr euch mal in südlicher Richtung und sucht das Gelände mal nach gefährlichen Stoffen ab kommen,O O O O O O O O O O O O O O O O O
1755,die Rauchentwicklung die das UAV gemeldet hat könnt ihr da näher erkunden inwiefern wir da noch mit Kräften vorgehen können,O O O O O O O O O O O O O O O O O O O O
401,Trupp entfernt es mit dem Klappmesser,O O O O O O
445,D3 geht Richtung Osten,O O B I
1042,Auftrag ist Erkundung nach weiteren Zugangsmöglichkeiten nach Verletzten,O O O O O O O O
360,Wassertrupp mit dem Rollschlauch zur Brandbekämpfung vor,O O O O O O O
2133,Dann Foto machen,O O O
969,mach mal bitte an den relevanten Punkten Fotos dass wir den hinterher nachvollziehen können,O O O O O O O O O O O O O O
433,Für sie Aufgabe Feuerlöschen mit D Rohr im Keller,O O O O O O O B I
818,folgenden Auftrag an Roboter 2 suchen Sie den Standort des Roboters 1,O O O O O O O O O O O O
2076,Einsatzauftrag du fährst den langen Gang entlang ich gehe mal davon aus dass es am südlichen Wand der Halle ist und bleibst bitte auf der Ebene,O O O O O O O O O O O O O O O O O O O O O O O O O O
436,D fünf macht Bilder mit der Thermalkamera,O O O O O O O
861,absuchen der Fläche vielleicht finden wir die Person dort mit dem Wärmebild,O O O O O O O O O O O O
963,Auftrag für dich geradeaus die Treppe hochfahren 50 meter rein linksseitig dichte Rauchentwicklung,O O O O O O O O O O O O O
1858,ich brauch einmal ein Lagebild von oben wo das komplette Objekt abgebildet wird und dann speziell ein Foto zwischen den beiden Türen,O O O O O O O O O O O O O O O O O O O O O O
1098,dann bitte weiter suchen,O O O O
1481,bleibt mal auf der Ebene und fahrt weiter in westlicher Richtung und erkundet dort,O O O O O O O O O O O O O O
1234,starten Sie Ihre Roboter zur Erkundung der Area ist eine unklare Sache wir wissen noch nicht genau was da passiert ist,O O O O O O O O O O O O O O O O O O O O O
835,Auftrag lautet aus der Luft versuchen den Roboter 1 zu finden und dann abzufotografieren,O O O O O O O O O O O O O O
442,D4 macht die Bilder in der Lagerhalle innen und außen,O O O O B I I I I I
2097,Kannst du mir mal ein Foto von deiner Position machen,O O O O O O O O O O
391,Schlauchtrupp zur Löschwasserentnahme durch Überflurhydrant vor,O O O O O O
1428,Das ist verstanden dann folgen Sie den UGV 2,O O O O O O O O O
1117,und guckst ob du von dort aus noch Personen erkennen kannst,O O O O O O O O O O O
376,Wassertrupp sichert die Einsatzstelle gegenüber dem Verkehr,O O O O O O O
1392,Aber auch Hitzequellen Rauchquellen oder chemische Substanzen melden und auf der Karte markieren,O O O O O O O O O O O O O
410,Sie trennen die Türpfosten am Fahrzeug mit dem Schneidgerät,O O O O O O O O O
441,D3 fährt innen in die Lagerhalle,O O B I I I
1262,da ich eine leichte Rauchentwicklung auf der linken Seite sehe bitte den Weg zur linken Seite fortsetzen,O O O O O O O O O O O O O B I I O
1138,Lena dann flieg mal mit deinem Fluggerät da weiter ja weiter nach rechts würde ich jetzt erst mal sagen was immer auch rechts sein mag so wie du jetzt guckst quasi in deiner Position in Richtung deiner Position,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1653,ja reicht mir erst mal aus setz die Erkundung fort,O O O O O O O O O O
1116,ich möchte mal dass du mit der   mit der Drohne jetzt weiter fliegst zum anderen Hochofen quasi von der anderen Seite der Einsatzstelle aus Fotos machst,O O O O O O O O O O O O O O O B I I O O O O O O O O O O
1588,ja landet erst mal ihr kriegt einen neuen Auftrag,O O O O O O O O O
355,alle bitte hier zum Treffpunkt ans Zelt kommen,O O O B I I I O
1330,Unsere Aufgabe erstellen einer Karte des Gebäudes,O O O O O O O
431,Trupp zum Brandlöschen mit dem B Rohr vor,O O O O O O O O
2500,Das ist so korrekt der befindet sich gerade in der Anfahrt zum Gefahrgutobjekt für sie logistische Unterstützung durch den D3 mit dem Überfass kommen,O O O O O O O O O O O O O O O O O O O O O O O O
402,Trupp macht ein Loch mit dem Gurtmesser,O O O O O O O
448,Zum Transport der Verletzten hinter dem Gabelstepler,O O O O B I I
374,Maschinist zur Bedienung von Stromerzeuger und Ausleuchten der Einsatzstelle bei Nacht vor,O O O O O O O O O O O O
484,Operator Boden 1 fahren Sie nach links,O O O O O O O
423,UAV Operator macht den Überblick und sendet die Bilder,O O O O O O O O O
459,D5 macht den Überblick und die Fotos im inneren Bereich,O O O O O O O B I I
367,Gerätebereitstellung an der Absperrgrenze,O B I I
416,Sie transportieren die Person in der Schleifkorbtrage,O O O O O O O
2612,Ja für sie Unterstützung durch Bildübertragung des D2 bei der Fassversiegelung kommen,O O O O O O O O O O O O
1128,das gleiche Bild was du jetzt gemacht hast da in die Mitte reinzoomen da wo die Rauchentwicklung ist,O O O O O O O O O O O O O O O O O O
2180,Wenn du da nichts entdeckst weiter Richtung Osten,O O O O O O O O
1190,ich hab im Moment keinen Roboter einsatzbereit kannst du gucken ob du dieses Fass findest und entsprechende Bilder machst,O O O O O O O O O O O O O O O O O O O
2335,Okay konntest du denn eine Probenahme beenden,O O O O O O O
831,benötige Luftbild mit möglichst der leblosen Person die auf dem Wärmescan den ich hier habe zu sehen ist,O O O O O O O O O O O O O O O O O O
2188,Guck dir das mal genauer an bitte wenn du da hochkommst,O O O O O O O O O O O
1459,ihr nehmt aber die westliche Richtung,O O O O O O
411,Der Angriffstrupp trennt die Stahlteilen mit dem Brennschneidgerät,O O O O O O O O
1722,ihr setzt die Erkundung in östlicher Richtung weiter fort,O O O O O O O O O
1141,flieg mal mit der Drohne genau in die andere Richtung,O O O O O O O O O O
419,D3 zur Erkundung mit Thermalkamera in die Lagerhalle durch das Tor vor,O O O O O B I I O O O O
395,Angriffstrupp öffnet die Tür mit dem Nageleisen,O O O O O O O
2043,ja UGV 2 wir brauchen nochmal schärfere Bilder von dem Fass und der Kennzeichnung,O O O O O O O O O O O O O O
1995,und eine Einschätzung ob Undichtigkeit und wenn ja wie viel Flüssigkeit ausgetreten ist,O O O O O O O O O O O O O
388,Wassertrupp zur Löschwasserentnahme durch eingebaute Tiefenpumpen vor,O O O O O O O
457,D2 schließt den Container mit dem Arm,O O O O O O O
2686,Dann Auftag für den D3 das Fass an die Gefahrengrenze bringen,O O O O O O O B I I O
2297,Fahr trotzdem erst mal in die Richtung,O O O O O O O
1819,Bereitstellungsraum für die vorgehenden Trupps fünf Meter vor dem Löschfahrzeug,O O O O O B I I I I
2468,Frage ich kann das bild ihrer Drohne auf dem Bildschirm sehen können sie die Kamera so positionieren dass man das gefahrgut kennzeichen sieht kommen,O O O O O O O O O O O O O O O O O O O O O O O O
2221,Dein Einsatzauftrag trotzdem setz den Arm ein und nimm die Probe auf,O O O O O O O O O O O O
406,Sie schneiden Holz mit der Motorkettensäge,O O O O O O
1863,auf Menschen und sonstige Ereignisse scannen,O O O O O O
897,neuer Auftrag lautet Suchen von Leckagen von Undichtigkeiten und Chemikalien,O O O O O O O O O O
1818,Wassertrupp übernimmt Verkehrsabsicherung,O O O
943,unsere Aufgabe ist es halt Menschenrettung,O O O O O O
375,Wassertrupp stellt die Wasserversorgung bereit,O O O O O
