id,tokens,tags
372,Angriffsttrupp zur Menschenrettung vor,O O O O
362,Der Trupp startet ein Innenangriff mit der Schnellangriffsleitung,O O O O O O O O
1713,ja dann tausch das Akku nochmal aus und flieg die Strecke nochmal ab,O O O O O O O O O O O O O
982,du sollst zur Rauchentwicklung fahren,O O O O O
358,Mit dem Schlauchhaspel den Verbindungsschlauch von der Pumpe zur Beregnungsmaschine verlegen,O O O O O O O O O O O
365,Wassertrupp mit Verteiler Gefahrenbereich markieren,O O O O O
563,oder ob es möglich ist die Leckage abzudichten,O O O O O O O O
1751,ja schickst du mir mal ein Foto,O O O O O O O
1041,folgenden Auftrag den gleichen Weg nehmen wie Operator 1,O O O O O O O O O
359,Mit dem Schlauchhaspel den Verbindungsschlauch vom Hydrant zur Beregnungsmaschine verlegen,O O O O O O O O O O
2660,Alles klar für sie Rückkehr an den Gefahrenbereich vor die Halle kommen,O O O O O O O O O O O O
101,mach mal ein Foto zur Orientierung für mich,O O O O O O O O
384,Wassertrupp zum Kuppeln von Saugleitung vor,O O O O O O
609,der Einsatz Auftrag ist unverändert Erkundung nach Personen,O O O O O O O O
1666,ja schickst du mir nochmal ein Bild,O O O O O O O
1755,die Rauchentwicklung die das UAV gemeldet hat könnt ihr da näher erkunden inwiefern wir da noch mit Kräften vorgehen können,O O O O O O O O O O O O O O O O O O O O
2686,Dann Auftag für den D3 das Fass an die Gefahrengrenze bringen,O O O O O O O O O O O
2672,Sofortiger Stop des Roboters Kontaminationsverschleppung bitte verweilen sie am Gefahrenbereich kommen,O O O O O O O O O O O
845,neuer Auftrag Personsuche aus der Luft mittels Wärmebildkamera kommen,O O O O O O O O O
409,Der Trupp trennt die Dachholmen an Kraftfahrzeugen mit dem Schneidgerät,O O O O O O O O O O
338,schicken Sie mir das Foto,O O O O O
10,dann bitte mal eins gerade vorweg,O O O O O O
314,kann man von oben vielleicht mir ein Foto schicken,O O B I O O O O O
818,folgenden Auftrag an Roboter 2 suchen Sie den Standort des Roboters 1,O O O O O O O O O O O O
2139,Gib mir bitte nochmal ein Foto von deiner Fahrtrichtung,O O O O O O O O O
47,kommst du näher an das blaue Fass dass wir eine Erkennung haben,O O O O O O O O O O O O
422,Angriffstrupp zur Menschenrettung mit Pressluftatmern und 1 Rohr ins Wohnzimmer durch den Hauseingang vor,O O O O O O O O O O B I I O
437,D zwei fotografiert das Gebiet mit der Thermalkamera,O O O O O O O O
2149,Und weiter mappen,O O O
414,Sie transportieren die Person in einem Rettungstuch,O O O O O O O
2297,Fahr trotzdem erst mal in die Richtung,O O O O O O O
459,D5 macht den Überblick und die Fotos im inneren Bereich,O O O O O O O O O O
665,vorrängig weiter Personen suchen,O O O O
2603,Bitte ich sehe das bild vom D5 im Lagebildsystem bitte einmal die Gasse komplett durch es soll wohl noch Rauch aus den Schächten an der Seite kommen kommen,O O O O O O O O O O O O O O O O O O O O O O O O O O O O
364,Wassertrupp zur Absicherung der Einsatzstelle,O O O O O
802,und von dort geradeaus weiter auf die Person zufahren,O B I I I O O O O
1078,neuer Auftrag ist Akku tauschen damit die Drohne wieder fliegen kann,O O O O O O O O O O O
1511,ja fahr mal rein,O O O O
926,bräuchte nur noch ein klareres Foto von der Person,O O O O O O O O O
831,benötige Luftbild mit möglichst der leblosen Person die auf dem Wärmescan den ich hier habe zu sehen ist,O O O O O O O O O O O O O O O O O O
1390,Sie suchen die nördliche Gebäudewand in westlicher Richtung ab,O O O O O O O O O
884,jetzt gilt der Auftrag auslaufende Chemikalien und Gefahrstoffe zu finden und zu orten,O O O O O O O O O O O O O
1914,bitte darauf achten eine Bezeichnung auf dem Kanister zu erkennen,O O O O O O O O O O
2403,Das ist soweit verstanden dann bitte selbständig anfunken kommen,O O O O O O O O O
1042,Auftrag ist Erkundung nach weiteren Zugangsmöglichkeiten nach Verletzten,O O O O O O O O
835,Auftrag lautet aus der Luft versuchen den Roboter 1 zu finden und dann abzufotografieren,O O O O O O O O O O O O O O
232,ja dann werden wir jetzt fliegen und versuchen Bilder vor der Unfallstelle aufzunehmen,O O O O O O O O O O O O O
2188,Guck dir das mal genauer an bitte wenn du da hochkommst,O O O O O O O O O O O
562,versuchen Sie mit hilfe der Bodenroboter die Substanzen herauszufinden,O O O O O O O O O
1474,könnt ihr den Bereich mal abschwenken mit der Kamera und nach eventuellen Brandnestern suchen,O O O O O O O O O O O O O O
2515,Der D3 fährt zum Objekt vor der D2 ist schon dort stellt das Überfass bereit kommen,O O O O O O O O O O O O O O O O
417,Der Trupp ist zum Transporteren von Verletzten mit der Schaufeltrage vor,O O O O O O O O O O O
439,D vier macht die Abmessung mit dem Gas Sensor,O O O O O O O O O
1455,bewegt ihr euch mal in südlicher Richtung und sucht das Gelände mal nach gefährlichen Stoffen ab kommen,O O O O B I I O O O O O O O O O O
2567,Für sie Erkundungsauftrag Panoramabild der gesammten Lagerhalle kommen,O O O O O O O O
1863,auf Menschen und sonstige Ereignisse scannen,O O O O O O
397,Der Trupp leuchtet den Gefahrenbereich mit dem Handscheinwerfer,O O O O O O O O
393,Wassertrupp bedient den Feuerlöscher,O O O O
424,Drohnenoperator erkundet den Gefahrenbereich und macht die Bilder,O O O O O O O O
360,Wassertrupp mit dem Rollschlauch zur Brandbekämpfung vor,O O O O O O O
413,Der Trupp transportert die Verletzten mit hilfe von Krankentrage,O O O O O O O O O
1229,Drohnenoperator starten Sie und über  machen Sie sich einen Überblick über die Lage,O O O O O O O O O O O O O O
368,Maschinist stellt die Pumpe bereit,O O O O O
62,melden wenn Einsatzbereitschaft gegeben,O O O O
363,Angriffstrupp mit der Schlauchbrücke zur Gefahrenquelle vor,O O O O O O O
2285,Wenns geht fährst du nicht den Weg zurück den du gekommen bist sondern eben erst mal Richtung Süden von Darmstadt aus und dann wieder Richtung Richtung Startpunkt sozusagen,O O O O O O O O O O O O O O O O O O O O O O O O O O O O
374,Maschinist zur Bedienung von Stromerzeuger und Ausleuchten der Einsatzstelle bei Nacht vor,O O O O O O O O O O O O
369,Maschinist stellt die Geräte bereit,O O O O O
1190,ich hab im Moment keinen Roboter einsatzbereit kannst du gucken ob du dieses Fass findest und entsprechende Bilder machst,O O O O O O O O O O O O O O O O O O O
1117,und guckst ob du von dort aus noch Personen erkennen kannst,O O O O O O O O O O O
1742,ja ihr hattet doch eben zwei Fässer ausgemacht von oben könnt ihr den UGV 2 dorthin lotsen,O O O O O O O O O O O O O O O O O
2260,Kreise mal bitte jetzt dann um ASA 352 herum,O O O O O O O O O
420,Angrifftrupp zur Personensuche mit Atemschutz in den Keller durch den Vordereingang vor,O O O O O O O O B I I O
1843,wie besprochen Gebiet erkunden rund um die beiden Hochöfen vermutlich Explosion oder irgendwas mit Chemikalien,O O O O O O O O O O O O O O O
402,Trupp macht ein Loch mit dem Gurtmesser,O O O O O O O
1126,dass du dieses Bild nochmal machst aber reinzoomst,O O O O O O O O
482,wenn Sie einsatzbereit sind lautet der Einsatzauftrag bitte geben Sie mir einen Gesamtüberblick aus der Luft suchen Sie nach möglichen Rauchentwicklungen konzentrieren Sie sich besonders auf den Bereich zwischen den beiden Hochöfen beziehungsweise am linken Hochofen,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1821,Schlauchtrupp baut Not Dekon neben Bereitstellungsraum auf,O O O O O O O
2206,Dass du dass du mal ein Foto machst du auf Höhe von ASA 310,O O O O O O O O O O O O O O
327,ja fahren Sie wieder zurück ins Untergeschoss,O O O O O O O
812,schauen Sie mal im Umkreis ob dort Rettungskräfte sich bewegen kommen,O O O O O O O O O O O
1374,Sollten dabei Verletzte oder chemische Substanzen gesichtet werden ebenfalls bitte melden und auf der Karte markieren,O O O O O O O O O O O O O O O O
2487,Für sie zur Information es handelt sich um folgenden stoff Schwefelsäure für sie als Auftrag mit dem D2 einen umgefallenen Kanister der sich geöffnet hat der die Flüssigkeit enthält aufnehmen und in ein Überfass befördern kommen,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
2238,Und guck mal ob du ein genaues Bild von diesen Samples kriegen kannst,O O O O O O O O O O O O O
827,wenn betriebsbereit Auftrag durchführen,O O O O
2608,Behältniss wurde ins Überfass verfrachtet positiv das Fass soll geschlossen werden kommen,O O O O O O O O O O O O
1868,ja Ihr Auftrag ist in das Objekt reinzufahren und den Schadensort zu scannen zu bebildern,O O O O O O O O O O O O O O O
448,Zum Transport der Verletzten hinter dem Gabelstepler,O O O O O O O
389,Wassertrupp zur Löschwasserentnahme durch Wandhydranten vor,O O O O O O
446,D5 fliegt über die Straße und macht Fotos von linker Seite,O O B I I O O O B I I
2205,Dann bitte erneut starten und dann in östlicher Richtung erst mal fliegen,O O O O O O O O O O O O
2573,Für sie auch Erkundungsauftrag mit dem D5 an der linken Flanke außerhalb der Lagerhalle Erkundung kommen,O O O O O O O O O O O O O O O O
392,Wassertrupp spritzt das Gebiet mit Wasser mit der Kübelspritze,O O O O O O O O O
2450,WHS für sie zur Information die Drohne D1 ist zur Außenerkundung vor Für sie Auftrag Erkundung innen der Halle kommen,O O O O O O O O O O O O O O O O O O O O
415,Sie transportieren die Person in der Krankentrage,O O O O O O O
2325,UAV dann bitte starten Live Monitoring guck mal ob du da weitere Rauchentwicklungen finden kannst,O O O O O O O O O O O O O O O
969,mach mal bitte an den relevanten Punkten Fotos dass wir den hinterher nachvollziehen können,O O O O O O O O O O O O O O
221,kann man die Temperatur von dem Fass messen,O O O O O O O O
378,Angrifftrupp zum Aufbauen vom Dekonplatz,O O O O O
453,Gruppenführer Erkundung mit dem D fünf im Inneren der Halle,O O O O O O O O O O
2060,Wenn ihr gleich vorgeht bitte meldet mir die üblichen Gefahren an der Einsatzstelle Feuer Opfer,O O O O O O O O O O O O O O O
375,Wassertrupp stellt die Wasserversorgung bereit,O O O O O
2496,Für sie Paralleleinsatz der D2 geht zur Manipulation in die Lagerhalle vor für sie Bereitstellung eines Luftbildes aus der Halle kommen,O O O O O O O O O O O O O O O O O O O O O
1177,wenn du jetzt startest den Hochofen der von euch weiter weg ist   von dort aus hätte ich gerne Bilder aus der Mitte zwischen den Hochöfen,O O O O O O O O O O O O O O O O O O O O O O O O O O O
954,von oben uns Fotos machst und guckst wo wir ne Rauchentwicklung haben und auch mit der Infrarot Kamera,O O O O O O O O O O O O O O O O O O
2612,Ja für sie Unterstützung durch Bildübertragung des D2 bei der Fassversiegelung kommen,O O O O O O O O O O O O
2339,Halt deine Position,O O O
1332,Für Sie konkreter Auftrag Sie begeben sich zur nördlichen Gebäudekante und bewegen sich dann westwärts,O O O O O O O O O O O O O O O
394,Angriffstrupp bricht die Tür mit der Brechstange,O O O O O O O
1141,flieg mal mit der Drohne genau in die andere Richtung,O O O O O O O O O O
1864,ja beide Bilder in Infrarot ebenfalls,O O O O O O
411,Der Angriffstrupp trennt die Stahlteilen mit dem Brennschneidgerät,O O O O O O O O
2283,Kannst du dich in die Richtung zurückbegeben und da mal nachgucken,O O O O O O O O O O O
2061,Macht bitte Fotos von Positionen die euch blöd vorkommen oder interessant vorkommen,O O O O O O O O O O O O
405,Trupp trennt die Zäunen mit dem Bolzenschneider,O O O O O O O
2468,Frage ich kann das bild ihrer Drohne auf dem Bildschirm sehen können sie die Kamera so positionieren dass man das gefahrgut kennzeichen sieht kommen,O O O O O O O O O O O O O O O O O O O O O O O O
2237,Fahr mal bitte näher daran und mach mal Foto wie er das macht,O O O O O O O O O O O O O
1207,die Roboter sollen alle zurückfahren und dann treffen wir uns hier,O O O O O O O O O O O
367,Gerätebereitstellung an der Absperrgrenze,O O O O
1030,Lena jetzt sag mir mal genau den Standort dieser Person,O O O O O O O O O O
184,UGV 1 versuch noch in hochsweite ein bisschen nähere Ergebnisse zu kriegen,O O O O O O O O O O O O
2563,D1 mitgehört sie können wieder die Innenerkundung starten kommen,O O O O O O O O O
2134,Und dann weiter vorgehen,O O O O
2293,Und konntest du irgendwelche Markierungen darauf erkennen oder Schilder,O O O O O O O O O
1820,Angriffstrupp und Wassertrupp rüsten sich mit Form 1 und Atemschutz aus und gehen in den Bereitstellungsraum,O O O O O O O O O O O O O O O O
1481,bleibt mal auf der Ebene und fahrt weiter in westlicher Richtung und erkundet dort,O O O O O O O O B I I O O O
1722,ihr setzt die Erkundung in östlicher Richtung weiter fort,O O O O B I I O O
1108,dein Auftrag ist an diesem Raum vorbei wo der Operator 1 drin ist und da ab da weiter zu suchen nach Menschen,O O O B I I I I I I I I I O O O O O O O O O
1043,schau auch mal wie weit die Rauchentwicklung da ausgedehnt ist,O O O O O O O O O O
260,dann schick mir mal n Foto davon,O O O O O O O
355,alle bitte hier zum Treffpunkt ans Zelt kommen,O O O O O O O O
416,Sie transportieren die Person in der Schleifkorbtrage,O O O O O O O
386,Schlauchtrupp zur Löschwasserentnahme über ein Saugschacht und ein Saugrohr vor,O O O O O O O O O O
1846,möglicherweise sind dann auch Personen vermisst also Personensuche voran  bringen und dann eventuell noch nach der Schadenursache gucken,O O O O O O O O O O O O O O O O O O O
2118,Kannst du mir mal grob deine Position auf der Karte durchgeben,O O O O O O O O O O O
330,noch ein Bild schicken und das aber mit einem Schwarz Weiß Hintergrund,O O O O O O O O O O O O
401,Trupp entfernt es mit dem Klappmesser,O O O O O O
1822,Angriffstrupp zur Personenrettung unter PA mit erster Rohr in die dritte Etage über das Treppenhaus vor,O O O O O O O O O O O O B I I O
791,ja such mal noch weiter,O O O O O
1547,ja fahrt da mal rein,O O O O O
356,Den obersten Schlauch am Verteiler ankuppeln und mit dem Schlauchtragekorb in das Gebäude vorgehen,O O O O O O O O O O O O O O
2500,Das ist so korrekt der befindet sich gerade in der Anfahrt zum Gefahrgutobjekt für sie logistische Unterstützung durch den D3 mit dem Überfass kommen,O O O O O O O O O O O O O O O O O O O O O O O O
407,Trupp fällt die Bäume mit der Motorkettensäge,O O O O O O O
1823,Einsatzausrüstung für den Brandeinsatz,O O O O
905,benötige Foto,O O
440,D1 fliegt zum roten PKW,O O O O O
2236,Nähere dich mal UGV 2 da sind zwei Proben die er eventuell aufnehmen muss,O O O O O O O O O O O O O O
861,absuchen der Fläche vielleicht finden wir die Person dort mit dem Wärmebild,O O O O O O O O O O O O
2082,Okay Einsatzauftrag für dich du fährst weiter in die Halle rein und suchst nach dem Zugang mit dem du dich weiter nach Osten entwickeln kannst Kommen,O O O O O O O O O O O O O O O O O O O O O O O O O O
1330,Unsere Aufgabe erstellen einer Karte des Gebäudes,O O O O O O O
2291,Konntest du schon mal was erkennen sind die Behälter dicht oder undicht,O O O O O O O O O O O O
1588,ja landet erst mal ihr kriegt einen neuen Auftrag,O O O O O O O O O
1596,schickst du mir dann auch von da mal ein Foto,O O O O O O O O O O
54,zu allen Roboter mal kurz Stop,O O O O O O
1919,UGV 1 UGV 2 könnt ihr abschätzen ob das Gebäude noch Tragfähigkeit hat,O O O O O O O O O O O O O
1995,und eine Einschätzung ob Undichtigkeit und wenn ja wie viel Flüssigkeit ausgetreten ist,O O O O O O O O O O O O O
1858,ich brauch einmal ein Lagebild von oben wo das komplette Objekt abgebildet wird und dann speziell ein Foto zwischen den beiden Türen,O O O O O O O O O O O O O O O O O O O O O O
1523,ja dann fahrt mal hoch und erkundet da weiter,O O O O O O O O O
1355,Teilen Sie mir bitte auch mal ein Foto in ihrer Fahrtrichtung,O O O O O O O O O O O
477,Team auf Position gehen,O O O O
441,D3 fährt innen in die Lagerhalle,O O O O O O
1392,Aber auch Hitzequellen Rauchquellen oder chemische Substanzen melden und auf der Karte markieren,O O O O O O O O O O O O O
964,dort mit dem Roboter hinfahren und mit der Menschensuche beginnen,O O O O O O O O O O
1234,starten Sie Ihre Roboter zur Erkundung der Area ist eine unklare Sache wir wissen noch nicht genau was da passiert ist,O O O O O O O O O O O O O O O O O O O O O
2359,Ja dann versuch vorsichtig zurückzukommen,O O O O O
404,Für Sie Auftrag die Metallstäben mit dem Bolzenschneider trennen,O O O O O O O O O
860,nächster Auftrag weitere Personensuche,O O O O
990,Operator 1 schickst du mir die Bilder auch einmal rüber die du gemacht hast,O O O O O O O O O O O O O O
1197,ja bleib mal da wo du jetzt bist,O O O O O O O O
1450,fliegt ihr in westlicher Richtung über dem eigentlichen Gelände und schickt mir dann mal ein Bild,O O O O O O O O O O O O O O O O
1391,In erster Linie suchen wir nach Verletzten,O O O O O O O
391,Schlauchtrupp zur Löschwasserentnahme durch Überflurhydrant vor,O O O O O O
897,neuer Auftrag lautet Suchen von Leckagen von Undichtigkeiten und Chemikalien,O O O O O O O O O O
2217,Bleib mal gerade an der Position wir starten dich noch gerade neu,O O O O O O O O O O O O
334,ja schick ich jetzt den Angriff dorthin zum Lesen aber wenn du direkt vorbeikommst dann mach nur ein näheres Foto als Nachweis,O O O O O O O O O O O O O O O O O O O O O O
1373,Für sie Auftrag innerhalb des Gebäudes nach Hitze  und Rauchquellen suchen,O O O O O O O O O O O O
403,Sie zerbrechen die Deckel mit der Holzaxt,O O O O O O O
1459,ihr nehmt aber die westliche Richtung,O O O B I I
1138,Lena dann flieg mal mit deinem Fluggerät da weiter ja weiter nach rechts würde ich jetzt erst mal sagen was immer auch rechts sein mag so wie du jetzt guckst quasi in deiner Position in Richtung deiner Position,O O O O O O O O O O B I I I I I I I I I I I I I I I I I I I I I I I I I I I
