id,tokens,tags
377,Wassertrupp sperrt den Gefahrenbereich ab,O B I I I
456,Drohnenoperator zur Personensuche mit WHS vor,O B I O O O
1995,und eine Einschätzung ob Undichtigkeit und wenn ja wie viel Flüssigkeit ausgetreten ist,O B I I I I I I I I I I I
428,D4 meldet die Gefahrstoffe,O B I I
35,mach mal ein Foto,B I I I
1117,und guckst ob du von dort aus noch Personen erkennen kannst,O B I I I I I I I I I
126,dann Erkundung zweiter Obergeschoss,O B I I
1823,Einsatzausrüstung für den Brandeinsatz,B I I I
1197,ja bleib mal da wo du jetzt bist,O B I I I I I I
386,Schlauchtrupp zur Löschwasserentnahme über ein Saugschacht und ein Saugrohr vor,O B I O O O O O O O
943,unsere Aufgabe ist es halt Menschenrettung,O O O O O B
429,D5 fährt zur Unterstützung des Angriffstrupps,O B I I I I
1043,schau auch mal wie weit die Rauchentwicklung da ausgedehnt ist,B I I I I I I I I I
1262,da ich eine leichte Rauchentwicklung auf der linken Seite sehe bitte den Weg zur linken Seite fortsetzen,O O O O O O O O O O O B I I I I I
2149,Und weiter mappen,O B I
2293,Und konntest du irgendwelche Markierungen darauf erkennen oder Schilder,O O O B I I I I I
2139,Gib mir bitte nochmal ein Foto von deiner Fahrtrichtung,B I I I I I I I I
2097,Kannst du mir mal ein Foto von deiner Position machen,O O O O B I I I I I
391,Schlauchtrupp zur Löschwasserentnahme durch Überflurhydrant vor,O B I O O O
1713,ja dann tausch das Akku nochmal aus und flieg die Strecke nochmal ab,O O B I I I I O B I I I I
374,Maschinist zur Bedienung von Stromerzeuger und Ausleuchten der Einsatzstelle bei Nacht vor,O B I I I O B I I I I O
381,Angriffstrupp zur Brandbekämpfung mit dem Strahlrohr vor,O B I O O O O
366,Wassertrupp Löschangriff mit Wasser Schaum und Pulver aufbauen,O B I I I I I I
2500,Das ist so korrekt der befindet sich gerade in der Anfahrt zum Gefahrgutobjekt für sie logistische Unterstützung durch den D3 mit dem Überfass kommen,O O O O O O O O O O O O O O O B I I I I I I I O
2060,Wenn ihr gleich vorgeht bitte meldet mir die üblichen Gefahren an der Einsatzstelle Feuer Opfer,O O O O O B I I I I I I I I I
1041,folgenden Auftrag den gleichen Weg nehmen wie Operator 1,O O B I I I I I I
443,Wassertrupp mit dem Rohr zur Unterstützung des Angrifftrupps ins Keller,O O O O B I I I O O
1474,könnt ihr den Bereich mal abschwenken mit der Kamera und nach eventuellen Brandnestern suchen,O O B I I I O O O O B I I I
1373,Für sie Auftrag innerhalb des Gebäudes nach Hitze  und Rauchquellen suchen,O O O B I I I I I I I I
334,ja schick ich jetzt den Angriff dorthin zum Lesen aber wenn du direkt vorbeikommst dann mach nur ein näheres Foto als Nachweis,O O O O O O O O O O O O O O O B I I I I I I
1742,ja ihr hattet doch eben zwei Fässer ausgemacht von oben könnt ihr den UGV 2 dorthin lotsen,O O O O O O O O O O O O B I I I I
2468,Frage ich kann das bild ihrer Drohne auf dem Bildschirm sehen können sie die Kamera so positionieren dass man das gefahrgut kennzeichen sieht kommen,O O O O O O O O O O O O O B I I I I I I I I I O
84,UGV 1 damit warten,O O B I
365,Wassertrupp mit Verteiler Gefahrenbereich markieren,O O O B I
1914,bitte darauf achten eine Bezeichnung auf dem Kanister zu erkennen,O O O B I I I I I I
375,Wassertrupp stellt die Wasserversorgung bereit,O B I I I
436,D fünf macht Bilder mit der Thermalkamera,O O B I O O O
2148,Unser Auftrag Gasquelle lokalisieren,O O B I
880,ich möchte Infrarot Bilder haben mit dem Ziel Leckagen festzustellen beziehungsweise Wärmestrahlung,B I I I I I I I I I I I
88,UGV 1 aber warten,O O O B
791,ja such mal noch weiter,O B I I I
444,D2 bewegt sich Richtung Norden,O B I O O
1116,ich möchte mal dass du mit der   mit der Drohne jetzt weiter fliegst zum anderen Hochofen quasi von der anderen Seite der Einsatzstelle aus Fotos machst,O O O O O O O O O O O O O B I O O O O B I I I I I I I I
2608,Behältniss wurde ins Überfass verfrachtet positiv das Fass soll geschlossen werden kommen,O O O O O O B I I I I O
1190,ich hab im Moment keinen Roboter einsatzbereit kannst du gucken ob du dieses Fass findest und entsprechende Bilder machst,O O O O O O O B I I I I I I I I I I I
1666,ja schickst du mir nochmal ein Bild,O B I I I I I
596,Andreas und Daniel könnt ihr mir beide jeweils schon mal ein Foto von eurem aktuellen Standort senden,O O O O O O O B I I I I I I I I I
562,versuchen Sie mit hilfe der Bodenroboter die Substanzen herauszufinden,B I I I I I I I I
897,neuer Auftrag lautet Suchen von Leckagen von Undichtigkeiten und Chemikalien,O O O B I I I I I I
2156,Einsatzauftrag bitte aufsteigen Übersichtsfoto machen wenn möglich aus allen vier Himmelsrichtungen kommen,O O B B I I I I I I I O
409,Der Trupp trennt die Dachholmen an Kraftfahrzeugen mit dem Schneidgerät,O O B I I I I O O O
423,UAV Operator macht den Überblick und sendet die Bilder,O O B I I O B I I
1817,Angriffstrupp und Schlauchtrupp bauen Geräteablage auf,O O O B I I
455,Drohnenoperator zur Personensuche mit UAV in die Halle über die rechte Seite vor,O B I O O O O O O O O O O
2561,Für sie ist der Erkundungsauftrag beendet kommen,O O O O B I O
1858,ich brauch einmal ein Lagebild von oben wo das komplette Objekt abgebildet wird und dann speziell ein Foto zwischen den beiden Türen,O O O B I I I I I I I I I O O O B I I I I I
62,melden wenn Einsatzbereitschaft gegeben,B I I I
818,folgenden Auftrag an Roboter 2 suchen Sie den Standort des Roboters 1,O O O O O B I I I I I I
432,Angrifftrupp zum Löschen mit dem C Rohr vor,O B I O O O O O
2206,Dass du dass du mal ein Foto machst du auf Höhe von ASA 310,O O O O O B I I I I I I I I
385,Wassertrupp bereitet Löschwasser mit der Saugleitung vor,O B I O O O O
232,ja dann werden wir jetzt fliegen und versuchen Bilder vor der Unfallstelle aufzunehmen,O O O O O B O B I I I I I
1819,Bereitstellungsraum für die vorgehenden Trupps fünf Meter vor dem Löschfahrzeug,B I I I I O O O O O
452,Angrifftrupp tritt über das Haupttor ein,O B I I I I
1818,Wassertrupp übernimmt Verkehrsabsicherung,O B I
417,Der Trupp ist zum Transporteren von Verletzten mit der Schaufeltrage vor,O O O B I I I O O O O
437,D zwei fotografiert das Gebiet mit der Thermalkamera,O O B I I O O O
1868,ja Ihr Auftrag ist in das Objekt reinzufahren und den Schadensort zu scannen zu bebildern,O O O O B I I I O B I I I I I
257,könnt ihr was erkunden was da in lauter Rauch steht,B I I I I I I I I I
387,Wassertrupp zur Löschwasserentnahme durch Saugbetrieb vor,O B I O O O
372,Angriffsttrupp zur Menschenrettung vor,O B I O
1824,Einsatzausrüstung Rettungs Arbeitsleine Lampe PA Strahlrohr Wasser,B I I I I I I
2535,Der D1 ist jetzt gerade im Akkuwechsel für sie Übergangsaufrag Bilddarstellung in der Lagerhalle innen kommen,O O O O O O O O O O B I I I I O
371,Maschinist zur Atemschutzüberwachung vor,O B I O
2442,Die Einsatzstelle wurde begangen Wir haben einen Gefahrstoffunfall in einem Lager Für sie erkundungsauftrag außerhalb der Halle danach bei mir melden kommen,O O O O O O O O O O O O O B O O O B I I I O
330,noch ein Bild schicken und das aber mit einem Schwarz Weiß Hintergrund,B I I I I I I I I I I I
563,oder ob es möglich ist die Leckage abzudichten,O B I I I I I I
2302,Kannst du ein Foto machen,O O B I I
418,Gruppenführer Erkundung mit dem D3 im Inneren der Lagerhalle,O B O O O O O O O
402,Trupp macht ein Loch mit dem Gurtmesser,O B I I O O O
393,Wassertrupp bedient den Feuerlöscher,O B I I
406,Sie schneiden Holz mit der Motorkettensäge,O B I O O O
2633,Das ist verstanden dann für sie neuer Erkungnsauftrag in die Halle einfahren und den D2 durch eine Bildübertragung unterstützen kommen,O O O O O O O O B I I I O B I I I I I O
445,D3 geht Richtung Osten,O B O O
1201,fahr zu dem grünen Fass und erkunde um dieses grüne Fass herum warum es da raucht,B O O O O O B I I I I I I I I I
394,Angriffstrupp bricht die Tür mit der Brechstange,O B I I O O O
2427,D2 ist einsatzbereit das ist verstanden Bitte auf Übungsbeginn warten kommen,O O O O O O O B I I O
457,D2 schließt den Container mit dem Arm,O B I I O O O
2686,Dann Auftag für den D3 das Fass an die Gefahrengrenze bringen,O O O O O B I I I I I
403,Sie zerbrechen die Deckel mit der Holzaxt,O B I I O O O
953,ja ich hätte gerne dass du mit dem Vogel da einmal über die Hochöfen fliegst nen Rundflug machstguckst ob du da irgendwelche Personen entdecken kannst,O O O O O O O O O O O B I I I I I I I I I I B I I
1517,kannst du mir ein Bild schicken,B I I I I I
1751,ja schickst du mir mal ein Foto,O B I I I I I
399,Sie heben den Deckel mit dem Hebebaum,O B I I O O O
2077,Wenn du hoch oder runterfährst sagst mir bitte vorher Bescheid Kommen,B I I I I I I I I I O
1970,ja wir konnten bereits feststellen das Otalin was es genau ist fortsetzen der Suche,O O O O O O O O O O O B I I
1207,die Roboter sollen alle zurückfahren und dann treffen wir uns hier,B I I I I O O B I I O
373,Angriffstrupp zum Abdichten des Gefahrenbereiches vor,O B I I I O
447,Schlauchtrupp öffnet die Tür hinter dem grünen Fass,O B I I O O O O
608,den Suchbeginn bitte mitteilen,O B I I
2159,Du machst mir jetzt ein Foto dann gucken wir,O B I I I I O O O
482,wenn Sie einsatzbereit sind lautet der Einsatzauftrag bitte geben Sie mir einen Gesamtüberblick aus der Luft suchen Sie nach möglichen Rauchentwicklungen konzentrieren Sie sich besonders auf den Bereich zwischen den beiden Hochöfen beziehungsweise am linken Hochofen,O O O O O O O O B I I I I I I I B I I I I B I I I I I I I I I I I I I I
1141,flieg mal mit der Drohne genau in die andere Richtung,B I I I I I I I I I
1952,dann bitte eine Probe nehmen,O O B I I
446,D5 fliegt über die Straße und macht Fotos von linker Seite,O B O O O O B I O O O
1243,mehr Richtung Hochofen einmal schauen,B I I I I
414,Sie transportieren die Person in einem Rettungstuch,O B I I O O O
835,Auftrag lautet aus der Luft versuchen den Roboter 1 zu finden und dann abzufotografieren,O O B I I I I I I I I I I I
665,vorrängig weiter Personen suchen,B I I I
2660,Alles klar für sie Rückkehr an den Gefahrenbereich vor die Halle kommen,O O O O B I I I O O O O
992,Operator 1 schickst du mir das nochmal rüber ich habe nichts gekriegt hier,O O B I I I I I O O O O O
1573,schickst du mir noch mal ein aktuelles Foto euren Standortes,B I I I I I I I I I
2603,Bitte ich sehe das bild vom D5 im Lagebildsystem bitte einmal die Gasse komplett durch es soll wohl noch Rauch aus den Schächten an der Seite kommen kommen,O O O O O O O O O O B I I I I I I I I I I I I I I I I I
367,Gerätebereitstellung an der Absperrgrenze,B O O O
1873,ebenfalls Ihr Auftrag vom Westen her Richtung Osten die Einsatzstelle anfahren mir Ihrem UGV und Kontrolle ob Menschen zu erkennen sind beziehungsweise ob irgend ein Schadensereignis zu erkennen ist,O O O O O O O O B I I O O O O B I I I I I I I I I I I I I
364,Wassertrupp zur Absicherung der Einsatzstelle,O B I I I
2672,Sofortiger Stop des Roboters Kontaminationsverschleppung bitte verweilen sie am Gefahrenbereich kommen,B I I I O O B I I I O
652,baldmöglich erstes Bildmaterial senden,B I I I
2061,Macht bitte Fotos von Positionen die euch blöd vorkommen oder interessant vorkommen,B I I I I I I I I I I I
451,Trupp zum Brandlöschen über die Wiese vor,O B I O O O O
488,Operator Boden 2 ein Foto senden,O O O B I I
1825,Angriffstrupp zur Personenbefreiung mit dem Rettungsspreizer zum verunfalltem Auto über die Wiese vor,O B I O O O O O O O O O O
1391,In erster Linie suchen wir nach Verletzten,O O O B I I I
378,Angrifftrupp zum Aufbauen vom Dekonplatz,O B I I I
389,Wassertrupp zur Löschwasserentnahme durch Wandhydranten vor,O B I O O O
441,D3 fährt innen in die Lagerhalle,O B O O O O
1355,Teilen Sie mir bitte auch mal ein Foto in ihrer Fahrtrichtung,B I I I I I I I I I I
359,Mit dem Schlauchhaspel den Verbindungsschlauch vom Hydrant zur Beregnungsmaschine verlegen,O O O B I I I I I I
1864,ja beide Bilder in Infrarot ebenfalls,O O B I I O
2525,D3 mit Überfass ist am Standort angekommen für sie Beginn des Auftrages Bergung des Behältnisses kommen,O O O O O O O O O O O O B I I O
2205,Dann bitte erneut starten und dann in östlicher Richtung erst mal fliegen,O O B I O O B I I I I I
1234,starten Sie Ihre Roboter zur Erkundung der Area ist eine unklare Sache wir wissen noch nicht genau was da passiert ist,B I I I I I I I O O O O O O O O O O O O O
1722,ihr setzt die Erkundung in östlicher Richtung weiter fort,O B I I I I I I I
30,hast du eine Möglichkeit dass Fass näher zu identifizieren was da drin ist,B I I I I I I I I I I I I
2573,Für sie auch Erkundungsauftrag mit dem D5 an der linken Flanke außerhalb der Lagerhalle Erkundung kommen,O O O B O O O O O O O O O O O O
2325,UAV dann bitte starten Live Monitoring guck mal ob du da weitere Rauchentwicklungen finden kannst,O O O B I I B I I I I I I I I
370,Maschinist zur Unterstützung beim Aufbau der Wasserversorgung vor,O B I I I I I O
395,Angriffstrupp öffnet die Tür mit dem Nageleisen,O B I I O O O
435,Sie ziehen es raus mit dem Rettungszylinder,O B I I O O O
459,D5 macht den Überblick und die Fotos im inneren Bereich,O B I I O B I O O O
2285,Wenns geht fährst du nicht den Weg zurück den du gekommen bist sondern eben erst mal Richtung Süden von Darmstadt aus und dann wieder Richtung Richtung Startpunkt sozusagen,O O B I I I I I I I I I I I I I I I I I I I I I I I I O
1108,dein Auftrag ist an diesem Raum vorbei wo der Operator 1 drin ist und da ab da weiter zu suchen nach Menschen,O O O O O O O O O O O O O O O O O B I I I I
1138,Lena dann flieg mal mit deinem Fluggerät da weiter ja weiter nach rechts würde ich jetzt erst mal sagen was immer auch rechts sein mag so wie du jetzt guckst quasi in deiner Position in Richtung deiner Position,O O B I I I I I I I O O O O O O O O O O O O O O O O O O O O O O O O O O O O
382,Angriffstrupp zur Brandbekämpfung mit dem Schaumstrahlrohr vor,O B I O O O O
811,ja korrekt da stehen bleiben,O O B I I
926,bräuchte nur noch ein klareres Foto von der Person,B I I I I I I I I
2171,Und jetzt fahrt ihr beide hintereinander her zum Punkt ASA 325   352 danke,O O B I I I I I I I I I I I O
439,D vier macht die Abmessung mit dem Gas Sensor,O O B I I O O O O
449,Sie gehen ins Gebäude durch den Vordereingang,O B O O O O O
314,kann man von oben vielleicht mir ein Foto schicken,B I I I I I I I I
1271,ja wenns geht näher ranfahren zum Lokalisieren wo dieser Rauch entsteht und Foto machen und mir senden,O O O B I I I I I I I O B I I I I
1523,ja dann fahrt mal hoch und erkundet da weiter,O O B I O O B I I
870,guck mal auch nebenbei so ein bisschen nach dem Feuer,B I I I I I I I I I
454,D 4 zur Erkundung mit Infrarotkamera ins Gebäude durch das Tor vor,O O B I O O O O O O O O
1919,UGV 1 UGV 2 könnt ihr abschätzen ob das Gebäude noch Tragfähigkeit hat,O O O O O O B I I I I I I
458,D 3 zum Transport in die Halle vor,O O B I O O O O
355,alle bitte hier zum Treffpunkt ans Zelt kommen,B I I I I I I I
181,Maßnahme momentan warten wir machen hier gerade Übergabe,O O B O O O O O
408,Sie trennen Metallteil mit einer Trennschleifmaschine,O B I O O O
434,Die Aufgabe für Sie   zur Sicherstellung des zweiten in der Bauordnung geforderten Rettungswegs mit der Drehleiter,O O O O O O B I I I I I I I I O O O
448,Zum Transport der Verletzten hinter dem Gabelstepler,B I I I O O O
2339,Halt deine Position,B I I
453,Gruppenführer Erkundung mit dem D fünf im Inneren der Halle,O B O O O O O O O O
380,Angrifftrupp zum Ankleiden vom Wassertrupp,O B I I I
1030,Lena jetzt sag mir mal genau den Standort dieser Person,O O B I I I I I I I
2108,Kannst du mal abschätzen wie weit du bis jetzt gefahren bist,O O O B I I I I I I I
801,Roboter 1 können Sie den Standort nochmal anfahren,O O O O B I I I
376,Wassertrupp sichert die Einsatzstelle gegenüber dem Verkehr,O B I I I I I
419,D3 zur Erkundung mit Thermalkamera in die Lagerhalle durch das Tor vor,O B I O O O O O O O O O
1843,wie besprochen Gebiet erkunden rund um die beiden Hochöfen vermutlich Explosion oder irgendwas mit Chemikalien,O O B I O O O O O O O O O O O
2558,Ja das ist verstanden bitte melden wenn durchgeführt,O O O O O B I I
442,D4 macht die Bilder in der Lagerhalle innen und außen,O B I I O O O O O O
2179,Nimm doch mal bitte einen Rundblick,B I I I I I
1705,dann müsst ihr euch von da aus in östlicher Richtung bewegen,O O O O B I I I I I I
1822,Angriffstrupp zur Personenrettung unter PA mit erster Rohr in die dritte Etage über das Treppenhaus vor,O B I I I O O O O O O O O O O O
954,von oben uns Fotos machst und guckst wo wir ne Rauchentwicklung haben und auch mit der Infrarot Kamera,B I I I I O B I I I I I O O O O O O
2450,WHS für sie zur Information die Drohne D1 ist zur Außenerkundung vor Für sie Auftrag Erkundung innen der Halle kommen,O O O O O O O O O O O O O O O B I I I O
440,D1 fliegt zum roten PKW,O B O O O
802,und von dort geradeaus weiter auf die Person zufahren,O O O O O B I I I
861,absuchen der Fläche vielleicht finden wir die Person dort mit dem Wärmebild,B I I O O O O O O O O O
2482,Für sie Auftrag es wird eine manipulation vorbereitet mit dem D2 kommen,O O O B I I I I O O O O
2221,Dein Einsatzauftrag trotzdem setz den Arm ein und nimm die Probe auf,O O O B I I I I I I I I
1422,Wenn Sie sich an der nördlichen Gebäudewand entlang nach Westen bewegen nehmen sie immer so den Victim als Ziel,O O O O O O O O O O O B I I I I I I I
860,nächster Auftrag weitere Personensuche,O O B I
422,Angriffstrupp zur Menschenrettung mit Pressluftatmern und 1 Rohr ins Wohnzimmer durch den Hauseingang vor,O B I O O O O O O O O O O O
1250,Position beibehalten,B I
1511,ja fahr mal rein,O B I O
431,Trupp zum Brandlöschen mit dem B Rohr vor,O B I O O O O O
398,Der Trupp leuchtet den Gefahrenbereich mit dem Flutlichtstrahler,O O B I I O O O
2238,Und guck mal ob du ein genaues Bild von diesen Samples kriegen kannst,O B I I I I I I I I I I I
831,benötige Luftbild mit möglichst der leblosen Person die auf dem Wärmescan den ich hier habe zu sehen ist,B I I I I I I I I I I I I I I I I I
1392,Aber auch Hitzequellen Rauchquellen oder chemische Substanzen melden und auf der Karte markieren,O O B I I I I I I I I I I
969,mach mal bitte an den relevanten Punkten Fotos dass wir den hinterher nachvollziehen können,B I I I I I I I O O O O O O
