id,tokens,tags
411,Der Angriffstrupp trennt die Stahlteilen mit dem Brennschneidgerät,O O B I I O O O
450,Sie bewegen sich zum Fenster auf der rechten Seite,O B I O O O O O O
413,Der Trupp transportert die Verletzten mit hilfe von Krankentrage,O O B I I O O O O
54,zu allen Roboter mal kurz Stop,O O O B I I
1755,die Rauchentwicklung die das UAV gemeldet hat könnt ihr da näher erkunden inwiefern wir da noch mit Kräften vorgehen können,O O O O O O O O O O B I I I I I I I I I
2335,Okay konntest du denn eine Probenahme beenden,O O O O B I I
415,Sie transportieren die Person in der Krankentrage,O B I I O O O
474,bitte bringen Sie Ihre Gerätschaften in Stellung in sicherem Bereich innerhalb der großen Halle,O B I I I I I I I I I I I I
2496,Für sie Paralleleinsatz der D2 geht zur Manipulation in die Lagerhalle vor für sie Bereitstellung eines Luftbildes aus der Halle kommen,O O O O O O O O O O O O O O B I I I I I O
2680,Ja das ist verstanen auch für sie zur Information der D2 hat seinen Auftrag erledigt für sie auch bitte die Drohne in der Nähe des Gefahrenbereiches an der Grenze absetzen kommen,O O O O O O O O O O O O O O O O O O O B I I I I I I I I I I O
1821,Schlauchtrupp baut Not Dekon neben Bereitstellungsraum auf,O B I I I I I
369,Maschinist stellt die Geräte bereit,O B I I I
2180,Wenn du da nichts entdeckst weiter Richtung Osten,B I I I I I I I
1863,auf Menschen und sonstige Ereignisse scannen,B I I I I I
1042,Auftrag ist Erkundung nach weiteren Zugangsmöglichkeiten nach Verletzten,O O B I I I I I
1126,dass du dieses Bild nochmal machst aber reinzoomst,O O B I I I I I
426,D2 unterstützt Schlauchtrupp beim Menschenrettung,O B I I I
101,mach mal ein Foto zur Orientierung für mich,B I I I I I O O
425,D1 macht erkundet weiter und sendet die Fotos der Halle,O O B I O B I I I I
383,Wassertrupp erzeugt mit dem Zumischer den Löschschaum,O B I I I I I
1390,Sie suchen die nördliche Gebäudewand in westlicher Richtung ab,O B I I I I I I I
407,Trupp fällt die Bäume mit der Motorkettensäge,O B I I O O O
427,D3 fährt in die Halle rein,O B I I I I
184,UGV 1 versuch noch in hochsweite ein bisschen nähere Ergebnisse zu kriegen,O O O O B I I I I I I I
1450,fliegt ihr in westlicher Richtung über dem eigentlichen Gelände und schickt mir dann mal ein Bild,B I I I I I I I I O B I I I I I
1078,neuer Auftrag ist Akku tauschen damit die Drohne wieder fliegen kann,O O O B I O O O O O O
963,Auftrag für dich geradeaus die Treppe hochfahren 50 meter rein linksseitig dichte Rauchentwicklung,O O O O B I I I I I I I I
410,Sie trennen die Türpfosten am Fahrzeug mit dem Schneidgerät,O B I I I I O O O
1374,Sollten dabei Verletzte oder chemische Substanzen gesichtet werden ebenfalls bitte melden und auf der Karte markieren,B I I I I I I I I I I I I I I I
2133,Dann Foto machen,O B I
1688,schick mir mal ein Foto wo ihr steht damit ich ein bisschen zuordnen kann,B I I I I I I I O O O O O O
2043,ja UGV 2 wir brauchen nochmal schärfere Bilder von dem Fass und der Kennzeichnung,O O O O O O B I I I I I I I
510,fliegen Sie mit der Drohne über den linken Hochofen oberste Höhe und dann ein Foto senden,B I I I I I I I I I I O O B I I
405,Trupp trennt die Zäunen mit dem Bolzenschneider,O B I I O O O
1862,bitte auch per Infrarot bitte,O O O O O
1596,schickst du mir dann auch von da mal ein Foto,B I I I I I I I I I
438,D drei öffnet die Tür mit dem Plasmaschneider,O O B I I O O O
982,du sollst zur Rauchentwicklung fahren,O O B I I
362,Der Trupp startet ein Innenangriff mit der Schnellangriffsleitung,O O B I I O O O
1128,das gleiche Bild was du jetzt gemacht hast da in die Mitte reinzoomen da wo die Rauchentwicklung ist,O O O O O O O O O B I I I I I I I I
412,Sie trennen die Metallteile mit dem Plasmaschneidgerät,O B I I O O O
964,dort mit dem Roboter hinfahren und mit der Menschensuche beginnen,O O O O B O B I I I
357,Wassertrupp zur Schlauchhaspel,O B I
2283,Kannst du dich in die Richtung zurückbegeben und da mal nachgucken,O O B I I I I I I I I
47,kommst du näher an das blaue Fass dass wir eine Erkennung haben,B I I I I I I I I I I I
1384,Und desweiteren erkunden Sie die südliche Gebäudewand von ihrem Standort aus in westlicher Richtung,O O B I I I I I I I I I I I
2118,Kannst du mir mal grob deine Position auf der Karte durchgeben,O O O O O B I I I I I
95,ja jetzt haben wir die Erkundung der rückwärtigen Seite in nördlicher Bereich,O O O O O B I I I I I I
416,Sie transportieren die Person in der Schleifkorbtrage,O B I I O O O
360,Wassertrupp mit dem Rollschlauch zur Brandbekämpfung vor,O B I I I I I
377,Wassertrupp sperrt den Gefahrenbereich ab,O B I I I
456,Drohnenoperator zur Personensuche mit WHS vor,O B I O O O
1995,und eine Einschätzung ob Undichtigkeit und wenn ja wie viel Flüssigkeit ausgetreten ist,O B I I I I I I I I I I I
428,D4 meldet die Gefahrstoffe,O B I I
35,mach mal ein Foto,B I I I
1117,und guckst ob du von dort aus noch Personen erkennen kannst,O B I I I I I I I I I
126,dann Erkundung zweiter Obergeschoss,O B I I
1823,Einsatzausrüstung für den Brandeinsatz,B I I I
1197,ja bleib mal da wo du jetzt bist,O B I I I I I I
386,Schlauchtrupp zur Löschwasserentnahme über ein Saugschacht und ein Saugrohr vor,O B I O O O O O O O
943,unsere Aufgabe ist es halt Menschenrettung,O O O O O B
429,D5 fährt zur Unterstützung des Angriffstrupps,O B I I I I
1043,schau auch mal wie weit die Rauchentwicklung da ausgedehnt ist,B I I I I I I I I I
1262,da ich eine leichte Rauchentwicklung auf der linken Seite sehe bitte den Weg zur linken Seite fortsetzen,O O O O O O O O O O O B I I I I I
2149,Und weiter mappen,O B I
2293,Und konntest du irgendwelche Markierungen darauf erkennen oder Schilder,O O O B I I I I I
2139,Gib mir bitte nochmal ein Foto von deiner Fahrtrichtung,B I I I I I I I I
2097,Kannst du mir mal ein Foto von deiner Position machen,O O O O B I I I I I
391,Schlauchtrupp zur Löschwasserentnahme durch Überflurhydrant vor,O B I O O O
1713,ja dann tausch das Akku nochmal aus und flieg die Strecke nochmal ab,O O B I I I I O B I I I I
374,Maschinist zur Bedienung von Stromerzeuger und Ausleuchten der Einsatzstelle bei Nacht vor,O B I I I O B I I I I O
381,Angriffstrupp zur Brandbekämpfung mit dem Strahlrohr vor,O B I O O O O
366,Wassertrupp Löschangriff mit Wasser Schaum und Pulver aufbauen,O B I I I I I I
2500,Das ist so korrekt der befindet sich gerade in der Anfahrt zum Gefahrgutobjekt für sie logistische Unterstützung durch den D3 mit dem Überfass kommen,O O O O O O O O O O O O O O O B I I I I I I I O
2060,Wenn ihr gleich vorgeht bitte meldet mir die üblichen Gefahren an der Einsatzstelle Feuer Opfer,O O O O O B I I I I I I I I I
1041,folgenden Auftrag den gleichen Weg nehmen wie Operator 1,O O B I I I I I I
443,Wassertrupp mit dem Rohr zur Unterstützung des Angrifftrupps ins Keller,O O O O B I I I O O
1474,könnt ihr den Bereich mal abschwenken mit der Kamera und nach eventuellen Brandnestern suchen,O O B I I I O O O O B I I I
1373,Für sie Auftrag innerhalb des Gebäudes nach Hitze  und Rauchquellen suchen,O O O B I I I I I I I I
334,ja schick ich jetzt den Angriff dorthin zum Lesen aber wenn du direkt vorbeikommst dann mach nur ein näheres Foto als Nachweis,O O O O O O O O O O O O O O O B I I I I I I
1742,ja ihr hattet doch eben zwei Fässer ausgemacht von oben könnt ihr den UGV 2 dorthin lotsen,O O O O O O O O O O O O B I I I I
2468,Frage ich kann das bild ihrer Drohne auf dem Bildschirm sehen können sie die Kamera so positionieren dass man das gefahrgut kennzeichen sieht kommen,O O O O O O O O O O O O O B I I I I I I I I I O
84,UGV 1 damit warten,O O B I
365,Wassertrupp mit Verteiler Gefahrenbereich markieren,O O O B I
1914,bitte darauf achten eine Bezeichnung auf dem Kanister zu erkennen,O O O B I I I I I I
375,Wassertrupp stellt die Wasserversorgung bereit,O B I I I
436,D fünf macht Bilder mit der Thermalkamera,O O B I O O O
2148,Unser Auftrag Gasquelle lokalisieren,O O B I
880,ich möchte Infrarot Bilder haben mit dem Ziel Leckagen festzustellen beziehungsweise Wärmestrahlung,B I I I I I I I I I I I
88,UGV 1 aber warten,O O O B
791,ja such mal noch weiter,O B I I I
444,D2 bewegt sich Richtung Norden,O B I O O
1116,ich möchte mal dass du mit der   mit der Drohne jetzt weiter fliegst zum anderen Hochofen quasi von der anderen Seite der Einsatzstelle aus Fotos machst,O O O O O O O O O O O O O B I O O O O B I I I I I I I I
2608,Behältniss wurde ins Überfass verfrachtet positiv das Fass soll geschlossen werden kommen,O O O O O O B I I I I O
1190,ich hab im Moment keinen Roboter einsatzbereit kannst du gucken ob du dieses Fass findest und entsprechende Bilder machst,O O O O O O O B I I I I I I I I I I I
1666,ja schickst du mir nochmal ein Bild,O B I I I I I
596,Andreas und Daniel könnt ihr mir beide jeweils schon mal ein Foto von eurem aktuellen Standort senden,O O O O O O O B I I I I I I I I I
562,versuchen Sie mit hilfe der Bodenroboter die Substanzen herauszufinden,B I I I I I I I I
897,neuer Auftrag lautet Suchen von Leckagen von Undichtigkeiten und Chemikalien,O O O B I I I I I I
2156,Einsatzauftrag bitte aufsteigen Übersichtsfoto machen wenn möglich aus allen vier Himmelsrichtungen kommen,O O B B I I I I I I I O
409,Der Trupp trennt die Dachholmen an Kraftfahrzeugen mit dem Schneidgerät,O O B I I I I O O O
423,UAV Operator macht den Überblick und sendet die Bilder,O O B I I O B I I
1817,Angriffstrupp und Schlauchtrupp bauen Geräteablage auf,O O O B I I
455,Drohnenoperator zur Personensuche mit UAV in die Halle über die rechte Seite vor,O B I O O O O O O O O O O
2561,Für sie ist der Erkundungsauftrag beendet kommen,O O O O B I O
1858,ich brauch einmal ein Lagebild von oben wo das komplette Objekt abgebildet wird und dann speziell ein Foto zwischen den beiden Türen,O O O B I I I I I I I I I O O O B I I I I I
62,melden wenn Einsatzbereitschaft gegeben,B I I I
818,folgenden Auftrag an Roboter 2 suchen Sie den Standort des Roboters 1,O O O O O B I I I I I I
432,Angrifftrupp zum Löschen mit dem C Rohr vor,O B I O O O O O
2206,Dass du dass du mal ein Foto machst du auf Höhe von ASA 310,O O O O O B I I I I I I I I
385,Wassertrupp bereitet Löschwasser mit der Saugleitung vor,O B I O O O O
232,ja dann werden wir jetzt fliegen und versuchen Bilder vor der Unfallstelle aufzunehmen,O O O O O B O B I I I I I
1819,Bereitstellungsraum für die vorgehenden Trupps fünf Meter vor dem Löschfahrzeug,B I I I I O O O O O
452,Angrifftrupp tritt über das Haupttor ein,O B I I I I
1818,Wassertrupp übernimmt Verkehrsabsicherung,O B I
417,Der Trupp ist zum Transporteren von Verletzten mit der Schaufeltrage vor,O O O B I I I O O O O
437,D zwei fotografiert das Gebiet mit der Thermalkamera,O O B I I O O O
1868,ja Ihr Auftrag ist in das Objekt reinzufahren und den Schadensort zu scannen zu bebildern,O O O O B I I I O B I I I I I
257,könnt ihr was erkunden was da in lauter Rauch steht,B I I I I I I I I I
387,Wassertrupp zur Löschwasserentnahme durch Saugbetrieb vor,O B I O O O
372,Angriffsttrupp zur Menschenrettung vor,O B I O
1824,Einsatzausrüstung Rettungs Arbeitsleine Lampe PA Strahlrohr Wasser,B I I I I I I
2535,Der D1 ist jetzt gerade im Akkuwechsel für sie Übergangsaufrag Bilddarstellung in der Lagerhalle innen kommen,O O O O O O O O O O B I I I I O
371,Maschinist zur Atemschutzüberwachung vor,O B I O
2442,Die Einsatzstelle wurde begangen Wir haben einen Gefahrstoffunfall in einem Lager Für sie erkundungsauftrag außerhalb der Halle danach bei mir melden kommen,O O O O O O O O O O O O O B O O O B I I I O
330,noch ein Bild schicken und das aber mit einem Schwarz Weiß Hintergrund,B I I I I I I I I I I I
563,oder ob es möglich ist die Leckage abzudichten,O B I I I I I I
2302,Kannst du ein Foto machen,O O B I I
418,Gruppenführer Erkundung mit dem D3 im Inneren der Lagerhalle,O B O O O O O O O
402,Trupp macht ein Loch mit dem Gurtmesser,O B I I O O O
393,Wassertrupp bedient den Feuerlöscher,O B I I
406,Sie schneiden Holz mit der Motorkettensäge,O B I O O O
2633,Das ist verstanden dann für sie neuer Erkungnsauftrag in die Halle einfahren und den D2 durch eine Bildübertragung unterstützen kommen,O O O O O O O O B I I I O B I I I I I O
445,D3 geht Richtung Osten,O B O O
1201,fahr zu dem grünen Fass und erkunde um dieses grüne Fass herum warum es da raucht,B O O O O O B I I I I I I I I I
394,Angriffstrupp bricht die Tür mit der Brechstange,O B I I O O O
2427,D2 ist einsatzbereit das ist verstanden Bitte auf Übungsbeginn warten kommen,O O O O O O O B I I O
457,D2 schließt den Container mit dem Arm,O B I I O O O
2686,Dann Auftag für den D3 das Fass an die Gefahrengrenze bringen,O O O O O B I I I I I
403,Sie zerbrechen die Deckel mit der Holzaxt,O B I I O O O
953,ja ich hätte gerne dass du mit dem Vogel da einmal über die Hochöfen fliegst nen Rundflug machstguckst ob du da irgendwelche Personen entdecken kannst,O O O O O O O O O O O B I I I I I I I I I I B I I
1517,kannst du mir ein Bild schicken,B I I I I I
1751,ja schickst du mir mal ein Foto,O B I I I I I
399,Sie heben den Deckel mit dem Hebebaum,O B I I O O O
2077,Wenn du hoch oder runterfährst sagst mir bitte vorher Bescheid Kommen,B I I I I I I I I I O
1970,ja wir konnten bereits feststellen das Otalin was es genau ist fortsetzen der Suche,O O O O O O O O O O O B I I
1207,die Roboter sollen alle zurückfahren und dann treffen wir uns hier,B I I I I O O B I I O
373,Angriffstrupp zum Abdichten des Gefahrenbereiches vor,O B I I I O
447,Schlauchtrupp öffnet die Tür hinter dem grünen Fass,O B I I O O O O
608,den Suchbeginn bitte mitteilen,O B I I
2159,Du machst mir jetzt ein Foto dann gucken wir,O B I I I I O O O
482,wenn Sie einsatzbereit sind lautet der Einsatzauftrag bitte geben Sie mir einen Gesamtüberblick aus der Luft suchen Sie nach möglichen Rauchentwicklungen konzentrieren Sie sich besonders auf den Bereich zwischen den beiden Hochöfen beziehungsweise am linken Hochofen,O O O O O O O O B I I I I I I I B I I I I B I I I I I I I I I I I I I I
1141,flieg mal mit der Drohne genau in die andere Richtung,B I I I I I I I I I
1952,dann bitte eine Probe nehmen,O O B I I
446,D5 fliegt über die Straße und macht Fotos von linker Seite,O B O O O O B I O O O
1243,mehr Richtung Hochofen einmal schauen,B I I I I
414,Sie transportieren die Person in einem Rettungstuch,O B I I O O O
835,Auftrag lautet aus der Luft versuchen den Roboter 1 zu finden und dann abzufotografieren,O O B I I I I I I I I I I I
665,vorrängig weiter Personen suchen,B I I I
2660,Alles klar für sie Rückkehr an den Gefahrenbereich vor die Halle kommen,O O O O B I I I O O O O
992,Operator 1 schickst du mir das nochmal rüber ich habe nichts gekriegt hier,O O B I I I I I O O O O O
1573,schickst du mir noch mal ein aktuelles Foto euren Standortes,B I I I I I I I I I
2603,Bitte ich sehe das bild vom D5 im Lagebildsystem bitte einmal die Gasse komplett durch es soll wohl noch Rauch aus den Schächten an der Seite kommen kommen,O O O O O O O O O O B I I I I I I I I I I I I I I I I I
367,Gerätebereitstellung an der Absperrgrenze,B O O O
1873,ebenfalls Ihr Auftrag vom Westen her Richtung Osten die Einsatzstelle anfahren mir Ihrem UGV und Kontrolle ob Menschen zu erkennen sind beziehungsweise ob irgend ein Schadensereignis zu erkennen ist,O O O O O O O O B I I O O O O B I I I I I I I I I I I I I
364,Wassertrupp zur Absicherung der Einsatzstelle,O B I I I
2672,Sofortiger Stop des Roboters Kontaminationsverschleppung bitte verweilen sie am Gefahrenbereich kommen,B I I I O O B I I I O
652,baldmöglich erstes Bildmaterial senden,B I I I
2061,Macht bitte Fotos von Positionen die euch blöd vorkommen oder interessant vorkommen,B I I I I I I I I I I I
451,Trupp zum Brandlöschen über die Wiese vor,O B I O O O O
488,Operator Boden 2 ein Foto senden,O O O B I I
1825,Angriffstrupp zur Personenbefreiung mit dem Rettungsspreizer zum verunfalltem Auto über die Wiese vor,O B I O O O O O O O O O O
1391,In erster Linie suchen wir nach Verletzten,O O O B I I I
378,Angrifftrupp zum Aufbauen vom Dekonplatz,O B I I I
389,Wassertrupp zur Löschwasserentnahme durch Wandhydranten vor,O B I O O O
441,D3 fährt innen in die Lagerhalle,O B O O O O
1355,Teilen Sie mir bitte auch mal ein Foto in ihrer Fahrtrichtung,B I I I I I I I I I I
359,Mit dem Schlauchhaspel den Verbindungsschlauch vom Hydrant zur Beregnungsmaschine verlegen,O O O B I I I I I I
1864,ja beide Bilder in Infrarot ebenfalls,O O B I I O
