id,tokens,tags
1596,schickst du mir dann auch von da mal ein Foto,O B O O O O O O O O
435,Sie ziehen es raus mit dem Rettungszylinder,B O O O O O O
1041,folgenden Auftrag den gleichen Weg nehmen wie Operator 1,O O O O O O O O O
404,Für Sie Auftrag die Metallstäben mit dem Bolzenschneider trennen,O B O O O O O O O
982,du sollst zur Rauchentwicklung fahren,B O O O O
1128,das gleiche Bild was du jetzt gemacht hast da in die Mitte reinzoomen da wo die Rauchentwicklung ist,O O O O B O O O O O O O O O O O O O
1666,ja schickst du mir nochmal ein Bild,O O B O O O O
2573,Für sie auch Erkundungsauftrag mit dem D5 an der linken Flanke außerhalb der Lagerhalle Erkundung kommen,O B O O O O O O O O O O O O O O
439,D vier macht die Abmessung mit dem Gas Sensor,B I O O O O O O O
447,Schlauchtrupp öffnet die Tür hinter dem grünen Fass,B O O O O O O O
1862,bitte auch per Infrarot bitte,O O O O O
457,D2 schließt den Container mit dem Arm,B O O O O O O
358,Mit dem Schlauchhaspel den Verbindungsschlauch von der Pumpe zur Beregnungsmaschine verlegen,O O O O O O O O O O O
429,D5 fährt zur Unterstützung des Angriffstrupps,B O O O O O
2468,Frage ich kann das bild ihrer Drohne auf dem Bildschirm sehen können sie die Kamera so positionieren dass man das gefahrgut kennzeichen sieht kommen,O O O O O O O O O O O O B O O O O O O O O O O O
2118,Kannst du mir mal grob deine Position auf der Karte durchgeben,O B O O O O O O O O O
2097,Kannst du mir mal ein Foto von deiner Position machen,O B O O O O O O O O
159,kannst du einmal ein Foto von dem Fass machen in Richtung der Treppe dass man einen Orientierungspunkt hat,O B O O O O O O O O O O O O O O O O
2496,Für sie Paralleleinsatz der D2 geht zur Manipulation in die Lagerhalle vor für sie Bereitstellung eines Luftbildes aus der Halle kommen,O B O O O O O O O O O O O O O O O O O O O
1547,ja fahrt da mal rein,O O O O O
338,schicken Sie mir das Foto,O B O O O
184,UGV 1 versuch noch in hochsweite ein bisschen nähere Ergebnisse zu kriegen,B I O O O O O O O O O O
2149,Und weiter mappen,O O O
880,ich möchte Infrarot Bilder haben mit dem Ziel Leckagen festzustellen beziehungsweise Wärmestrahlung,O O O O O O O O O O O O
562,versuchen Sie mit hilfe der Bodenroboter die Substanzen herauszufinden,O B O O O O O O O
440,D1 fliegt zum roten PKW,B O O O O
428,D4 meldet die Gefahrstoffe,B O O O
2082,Okay Einsatzauftrag für dich du fährst weiter in die Halle rein und suchst nach dem Zugang mit dem du dich weiter nach Osten entwickeln kannst Kommen,O O O O B O O O O O O O O O O O O O O O O O O O O O
390,Schlauchtrupp zur Löschwasserentnahme durch Unterflurhydrant vor,B O O O O O
373,Angriffstrupp zum Abdichten des Gefahrenbereiches vor,B O O O O O
424,Drohnenoperator erkundet den Gefahrenbereich und macht die Bilder,B O O O O O O O
459,D5 macht den Überblick und die Fotos im inneren Bereich,B O O O O O O O O O
1843,wie besprochen Gebiet erkunden rund um die beiden Hochöfen vermutlich Explosion oder irgendwas mit Chemikalien,O O O O O O O O O O O O O O O
2450,WHS für sie zur Information die Drohne D1 ist zur Außenerkundung vor Für sie Auftrag Erkundung innen der Halle kommen,O O B O O O O O O O O O O O O O O O O O
445,D3 geht Richtung Osten,B O O O
442,D4 macht die Bilder in der Lagerhalle innen und außen,B O O O O O O O O O
1517,kannst du mir ein Bild schicken,O B O O O O
2339,Halt deine Position,O O O
1428,Das ist verstanden dann folgen Sie den UGV 2,O O O O O B O O O
95,ja jetzt haben wir die Erkundung der rückwärtigen Seite in nördlicher Bereich,O O O O O O O O O O O O
1819,Bereitstellungsraum für die vorgehenden Trupps fünf Meter vor dem Löschfahrzeug,O O O O O O O O O O
1042,Auftrag ist Erkundung nach weiteren Zugangsmöglichkeiten nach Verletzten,O O O O O O O O
417,Der Trupp ist zum Transporteren von Verletzten mit der Schaufeltrage vor,B I O O O O O O O O O
432,Angrifftrupp zum Löschen mit dem C Rohr vor,B O O O O O O O
47,kommst du näher an das blaue Fass dass wir eine Erkennung haben,O B O O O O O O O O O O
1588,ja landet erst mal ihr kriegt einen neuen Auftrag,O O O O B O O O O
430,UGV Operator erkundet den Gefahrenbereich im zweiten Stock,B I O O O O O O
2325,UAV dann bitte starten Live Monitoring guck mal ob du da weitere Rauchentwicklungen finden kannst,B O O O O O O O O B O O O O O
425,D1 macht erkundet weiter und sendet die Fotos der Halle,B O O O O O O O O O
385,Wassertrupp bereitet Löschwasser mit der Saugleitung vor,B O O O O O O
330,noch ein Bild schicken und das aber mit einem Schwarz Weiß Hintergrund,O O O O O O O O O O O O
416,Sie transportieren die Person in der Schleifkorbtrage,B O O O O O O
454,D 4 zur Erkundung mit Infrarotkamera ins Gebäude durch das Tor vor,B I O O O O O O O O O O
403,Sie zerbrechen die Deckel mit der Holzaxt,B O O O O O O
1355,Teilen Sie mir bitte auch mal ein Foto in ihrer Fahrtrichtung,O B O O O O O O O O O
1908,mach mal ein Foto davon,O O O O O
1455,bewegt ihr euch mal in südlicher Richtung und sucht das Gelände mal nach gefährlichen Stoffen ab kommen,O B O O O O O O O O O O O O O O O
378,Angrifftrupp zum Aufbauen vom Dekonplatz,B O O O O
2076,Einsatzauftrag du fährst den langen Gang entlang ich gehe mal davon aus dass es am südlichen Wand der Halle ist und bleibst bitte auf der Ebene,O B O O O O O O O O O O O O O O O O O O O O O O O O
257,könnt ihr was erkunden was da in lauter Rauch steht,O B O O O O O O O O
1952,dann bitte eine Probe nehmen,O O O O O
391,Schlauchtrupp zur Löschwasserentnahme durch Überflurhydrant vor,B O O O O O
1824,Einsatzausrüstung Rettungs Arbeitsleine Lampe PA Strahlrohr Wasser,O O O O O O O
1234,starten Sie Ihre Roboter zur Erkundung der Area ist eine unklare Sache wir wissen noch nicht genau was da passiert ist,O B O O O O O O O O O O O O O O O O O O O
411,Der Angriffstrupp trennt die Stahlteilen mit dem Brennschneidgerät,B I O O O O O O
2561,Für sie ist der Erkundungsauftrag beendet kommen,O B O O O O O
415,Sie transportieren die Person in der Krankentrage,B O O O O O O
327,ja fahren Sie wieder zurück ins Untergeschoss,O O B O O O O
1688,schick mir mal ein Foto wo ihr steht damit ich ein bisschen zuordnen kann,O O O O O O B O O O O O O O
419,D3 zur Erkundung mit Thermalkamera in die Lagerhalle durch das Tor vor,B O O O O O O O O O O O
426,D2 unterstützt Schlauchtrupp beim Menschenrettung,B O O O O
1392,Aber auch Hitzequellen Rauchquellen oder chemische Substanzen melden und auf der Karte markieren,O O O O O O O O O O O O O
54,zu allen Roboter mal kurz Stop,B I I O O O
1713,ja dann tausch das Akku nochmal aus und flieg die Strecke nochmal ab,O O O O O O O O O O O O O
2508,Ja für sie zur Information bitte warten bis der D3 als Logistikunterstützung kommt er wird ihnen das Überfass zum sichern des Behältnisses bereitstellen kommen,O O B O O O O O O O O O O O O O O O O O O O O O
1863,auf Menschen und sonstige Ereignisse scannen,O O O O O O
423,UAV Operator macht den Überblick und sendet die Bilder,B B O O O O O O O
1098,dann bitte weiter suchen,O O O O
449,Sie gehen ins Gebäude durch den Vordereingang,B O O O O O O
2077,Wenn du hoch oder runterfährst sagst mir bitte vorher Bescheid Kommen,O B O O O O O O O O O
2217,Bleib mal gerade an der Position wir starten dich noch gerade neu,O O O O O O O O O O O O
2427,D2 ist einsatzbereit das ist verstanden Bitte auf Übungsbeginn warten kommen,B O O O O O O O O O O
399,Sie heben den Deckel mit dem Hebebaum,B O O O O O O
413,Der Trupp transportert die Verletzten mit hilfe von Krankentrage,B I O O O O O O O
1722,ihr setzt die Erkundung in östlicher Richtung weiter fort,B O O O O O O O O
1126,dass du dieses Bild nochmal machst aber reinzoomst,O B O O O O O O
455,Drohnenoperator zur Personensuche mit UAV in die Halle über die rechte Seite vor,B O O O O O O O O O O O O
1459,ihr nehmt aber die westliche Richtung,B O O O O O
2133,Dann Foto machen,O O O
827,wenn betriebsbereit Auftrag durchführen,O O O O
1383,Für Sie Auftrag Sie sind mit Messgeräten zur Gasmessung ausgestattet alle 15 Minuten die Gaskonzentration messen,O B O O O O O O O O O O O O O O
1868,ja Ihr Auftrag ist in das Objekt reinzufahren und den Schadensort zu scannen zu bebildern,O O O O O O O O O O O O O O O
2612,Ja für sie Unterstützung durch Bildübertragung des D2 bei der Fassversiegelung kommen,O O B O O O O O O O O O
2285,Wenns geht fährst du nicht den Weg zurück den du gekommen bist sondern eben erst mal Richtung Süden von Darmstadt aus und dann wieder Richtung Richtung Startpunkt sozusagen,O O O B O O O O O O O O O O O O O O O O O O O O O O O O
1450,fliegt ihr in westlicher Richtung über dem eigentlichen Gelände und schickt mir dann mal ein Bild,O B O O O O O O O O O O O O O O
363,Angriffstrupp mit der Schlauchbrücke zur Gefahrenquelle vor,B O O O O O O
394,Angriffstrupp bricht die Tür mit der Brechstange,B O O O O O O
366,Wassertrupp Löschangriff mit Wasser Schaum und Pulver aufbauen,B O O O O O O O
1030,Lena jetzt sag mir mal genau den Standort dieser Person,B O O O O O O O O O
1705,dann müsst ihr euch von da aus in östlicher Richtung bewegen,O O B O O O O O O O O
387,Wassertrupp zur Löschwasserentnahme durch Saugbetrieb vor,B O O O O O
126,dann Erkundung zweiter Obergeschoss,O O O O
990,Operator 1 schickst du mir die Bilder auch einmal rüber die du gemacht hast,B I O O O O O O O O O O O O
801,Roboter 1 können Sie den Standort nochmal anfahren,B I O O O O O O
1422,Wenn Sie sich an der nördlichen Gebäudewand entlang nach Westen bewegen nehmen sie immer so den Victim als Ziel,O O O O O O O O O O O O B O O O O O O
2335,Okay konntest du denn eine Probenahme beenden,O O B O O O O
2680,Ja das ist verstanen auch für sie zur Information der D2 hat seinen Auftrag erledigt für sie auch bitte die Drohne in der Nähe des Gefahrenbereiches an der Grenze absetzen kommen,O O O O O O B O O O O O O O O O O O O O O O O O O O O O O O O
427,D3 fährt in die Halle rein,B O O O O O
2159,Du machst mir jetzt ein Foto dann gucken wir,B O O O O O O O O
2302,Kannst du ein Foto machen,O B O O O
1391,In erster Linie suchen wir nach Verletzten,O O O O B O O
360,Wassertrupp mit dem Rollschlauch zur Brandbekämpfung vor,B O O O O O O
402,Trupp macht ein Loch mit dem Gurtmesser,B O O O O O O
422,Angriffstrupp zur Menschenrettung mit Pressluftatmern und 1 Rohr ins Wohnzimmer durch den Hauseingang vor,B O O O O O O O O O O O O O
2515,Der D3 fährt zum Objekt vor der D2 ist schon dort stellt das Überfass bereit kommen,O B O O O O O O O O O O O O O O
386,Schlauchtrupp zur Löschwasserentnahme über ein Saugschacht und ein Saugrohr vor,B O O O O O O O O O
2207,Ich orientiere mich nur an der Karte das heißt nach rechts wäre Osten du folgst einfach der langen Straße praktisch,O O O O O O O O O O O O O B O O O O O O
1818,Wassertrupp übernimmt Verkehrsabsicherung,B O O
1332,Für Sie konkreter Auftrag Sie begeben sich zur nördlichen Gebäudekante und bewegen sich dann westwärts,O B O O O O O O O O O O O O O
2563,D1 mitgehört sie können wieder die Innenerkundung starten kommen,B O O O O O O O O
420,Angrifftrupp zur Personensuche mit Atemschutz in den Keller durch den Vordereingang vor,B O O O O O O O O O O O
484,Operator Boden 1 fahren Sie nach links,B I I O O O O
414,Sie transportieren die Person in einem Rettungstuch,B O O O O O O
446,D5 fliegt über die Straße und macht Fotos von linker Seite,B O O O O O O O O O O
30,hast du eine Möglichkeit dass Fass näher zu identifizieren was da drin ist,O B O O O O O O O O O O O
444,D2 bewegt sich Richtung Norden,B O O O O
2283,Kannst du dich in die Richtung zurückbegeben und da mal nachgucken,O B O O O O O O O O O
954,von oben uns Fotos machst und guckst wo wir ne Rauchentwicklung haben und auch mit der Infrarot Kamera,O O O O O O O O O O O O O O O O O O
356,Den obersten Schlauch am Verteiler ankuppeln und mit dem Schlauchtragekorb in das Gebäude vorgehen,O O O O O O O O O O O O O O
1141,flieg mal mit der Drohne genau in die andere Richtung,O O O O O O O O O O
812,schauen Sie mal im Umkreis ob dort Rettungskräfte sich bewegen kommen,O B O O O O O O O O O
1179,immer noch Menschen suchen ne,O O O O O
665,vorrängig weiter Personen suchen,O O O O
389,Wassertrupp zur Löschwasserentnahme durch Wandhydranten vor,B O O O O O
1374,Sollten dabei Verletzte oder chemische Substanzen gesichtet werden ebenfalls bitte melden und auf der Karte markieren,O O O O O O O O O O O O O O O O
370,Maschinist zur Unterstützung beim Aufbau der Wasserversorgung vor,B O O O O O O O
1914,bitte darauf achten eine Bezeichnung auf dem Kanister zu erkennen,O O O O O O O O O O
1117,und guckst ob du von dort aus noch Personen erkennen kannst,O O O O O O O O O O O
1751,ja schickst du mir mal ein Foto,O O B O O O O
355,alle bitte hier zum Treffpunkt ans Zelt kommen,B O O O O O O O
2660,Alles klar für sie Rückkehr an den Gefahrenbereich vor die Halle kommen,O O O B O O O O O O O O
